Match ID,Season,League,Date,Squad,Team,Player,Position,Color1,Color2
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Joseph Lacy,9,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Louis Medhurst,8,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Harry Weston,7,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,James Sale,6,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Jack Bradford,5,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Thomas Petty,4,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Fearghus Gage,3,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Benjamin Simmonds,2,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Kane Dadswell,1,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Ian Thomas,S1,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Harry Pryer,S2,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Name withheld,S3,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,Jake Stanton,15,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,Pearse Moloney,14,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,Will Hodgson,13,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,Hugo Reid,12,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,George Burke,11,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,Jenson Holmes,10,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,Ben Smith,9,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,Matthew Boyd,8,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,Oliver Walker,7,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,Rowan Dixon-Smith,6,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,Will Michel,5,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,Conor Bisson-Mercury,4,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,Tristan Burns,3,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,Jack Lowe,2,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,Patrick Crossley,1,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Royals RFC,Lewis Ham-Howes,S1,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Henry Duke,15,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Louis Wood,14,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Luke Steel,13,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Pedro Sousa,12,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Stuart Baker,11,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Martial Chaput,10,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Louis Nicholls,9,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Brandon Foot,8,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Morgan Treacher,7,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Michael Morehen,6,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Tom Lester,5,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Eddie Wrench,4,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Alun Cranch,3,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Aitor Salas Blazquez,2,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Toby Slaughter,1,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Joseph Long,S1,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Glen Smith,S2,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Eastbourne II,Shane Lewin,S3,gray,black
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,Dino Gomez Ruiz,15,maroon,deepskyblue
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,Kai Marshall,14,maroon,deepskyblue
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,Jozef Boczek,13,maroon,deepskyblue
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,Name withheld,12,maroon,deepskyblue
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,Gorm Young,11,maroon,deepskyblue
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,Paul Christie,10,maroon,deepskyblue
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,Oliver Plunkett,9,maroon,deepskyblue
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,Andrew Jagger,8,maroon,deepskyblue
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,Andrew Griffiths,7,maroon,deepskyblue
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,Bradley Davies,6,maroon,deepskyblue
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,Aaron O'Callaghan,5,maroon,deepskyblue
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,Adil Shah,4,maroon,deepskyblue
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,Stuart McKenzie,3,maroon,deepskyblue
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,Dean Riley,2,maroon,deepskyblue
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,Oscar Davies,1,maroon,deepskyblue
1220047,2025-2026,Counties 2 Sussex,2025-10-11,1,Crawley,William Ofosuhene,S1,maroon,deepskyblue
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Jarrell Bobo,15,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Harry Sandercock,14,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Rory Adams,13,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Frazer Falzon,12,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Takhy Ndiaye Marrero,11,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Adam Crook,10,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Name withheld,9,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Jamie Hutchings,8,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Alex Taylor,7,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Dylan Thomas,6,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Alex Hinchliffe,5,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Ollie Van Hoeken,4,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Samuel Lodge,3,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,William Purdy,2,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Murray Jardine,1,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,James Hill,S1,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Barnaby van Hoeken,S2,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Ditchling,Oscar Wiseman,S3,gray,black
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,Patrick Burnett,15,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,William Scrase,14,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,Ralph Robson,13,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,Bryan Woodhouse,12,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,Ben Sadler,11,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,Hugo March,10,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,Archie Sadler,9,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,Dylan Townsend,8,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,Philip Dandy,7,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,Benjamin Monsey,6,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,George Harwood,5,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,Carl Brewster,4,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,Douglas Ludlow-monk,3,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,James Ruff,2,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,Reuben Joyce,1,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,Thomas Brackley,S1,black,white
1220048,2025-2026,Counties 2 Sussex,2025-10-11,1,Pulborough,Oliver Coombe-Tennant,S2,black,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Alistair Moffatt,15,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Benjamin Green,14,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Name withheld,13,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Jake Radcliffe,12,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,William Roberts,11,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Luke Maker,10,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Mark Lewis,9,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Aaronn Boczek,8,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Rory evans,7,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Or Shay,6,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Samuel Lindsay-McCall,5,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,John Peaty,4,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Guy Collins,3,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Benjamin Tottman,2,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Joshua Brimecombe,1,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Mark Oliver,S1,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Connor Leggat,S2,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,East Grinstead,Josh Weaver,S3,darkblue,white
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,William Midwinter,15,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Jakob Smith,14,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Charlie Dale,13,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Ryan Morlen,12,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Connor Fairhall,11,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Zachary McEwan,10,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Adam Fear,9,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Finnbar Broxup,8,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Alfie Cawkwell,7,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Harry Cracknell,6,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Daniel Adams,5,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Steven Goater,4,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Harry Rae,3,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Mark Lavery,2,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Jack Portman,1,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Daryn Clarke,S1,forestgreen,gold
1220049,2025-2026,Counties 2 Sussex,2025-10-11,1,Shoreham,Sean Shepherd,S2,forestgreen,gold
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Edward Wilkinson,15,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Peter Baldwin,14,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Kieran Gaskell,13,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Harry Squire,12,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Tom Flint,11,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Tayler Forrester,10,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Nicholas Choate,9,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Toby Hother,8,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Dominic Phillips,7,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Simon Miles,6,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Nathan Burstow,5,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Gregory Ponce,4,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,William Hipkin,3,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Adam Clarke,2,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Guy Houston,1,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Name withheld,S1,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Jack Munro,S2,gray,black
1232374,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-11,2,Crowborough II,Sev Seviua,S3,gray,black
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Darren Locke,15,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Name withheld,14,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Toby Reed,13,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Ryan Morlen,12,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,David Ayres,11,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Zachary McEwan,10,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Adam Fear,9,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Charlie Dale,8,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Alex Hall,7,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Noah Rudge,6,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Daniel Adams,5,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Steven Goater,4,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Joshua Avis,3,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Jack Portman,2,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Daryn Clarke,1,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Alfie Cawkwell,S1,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Nick Gray,S2,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Shoreham,Christopher Reynolds,S3,forestgreen,gold
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,Alexander Bray,15,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,Harry Carr,14,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,Rafferty Green,13,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,Kellen Harvey,12,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,Jordan Smith,11,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,Joseph Lacy,10,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,Louis Medhurst,9,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,William Cross,8,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,Harry Weston,7,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,Jack Bradford,6,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,James Sale,5,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,Ian Thomas,4,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,Benjamin Simmonds,3,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,Harry Pryer,2,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,Sean Sayers,1,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,Thomas Petty,S1,blue,white
1220054,2025-2026,Counties 2 Sussex,2025-10-18,1,Lewes,Thomas Rourke,S2,blue,white
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Jenson Holmes,15,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Aidan Loane,14,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Ben Smith,13,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Marcus Brandon,12,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,George Burke,11,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Ben Pearson,10,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Harry Walton,9,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Cameron Queree,8,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,John James Le Feuvre,7,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Josh Twohig-Jones,6,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Harvey Evans,5,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Conor Bisson-Mercury,4,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Tristan Burns,3,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Jack Lowe,2,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Name withheld,1,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Patrick Crossley,S1,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Hugo Reid,S2,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Royals RFC,Martial Chaput,S3,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Eastbourne II,Louis Wood,15,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Eastbourne II,Harri Smith,14,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Eastbourne II,Pedro Sousa,13,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Eastbourne II,Justin Funnell,12,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Eastbourne II,Louis Nicholls,11,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Eastbourne II,Morgan Treacher,10,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Eastbourne II,Michael Morehen,9,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Eastbourne II,Luke Steel,8,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Eastbourne II,Joseph Long,7,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Eastbourne II,Tom Lester,6,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Eastbourne II,Alun Cranch,5,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Eastbourne II,Tom Line,4,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Eastbourne II,Toby Slaughter,3,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Eastbourne II,Aitor Salas Blazquez,2,gray,black
1220053,2025-2026,Counties 2 Sussex,2025-10-18,1,Eastbourne II,Louis Paal,1,gray,black
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Sean Scrase,15,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,William Scrase,14,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Nicholas Cooper,13,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Henry Lee,12,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Patrick Burnett,11,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Kieron Martin,10,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Archie Sadler,9,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Dylan Townsend,8,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Philip Dandy,7,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Ben Sadler,6,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,George Harwood,5,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Alfred Reeves,4,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Douglas Ludlow-monk,3,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Tom Page,2,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Thomas Brackley,1,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Charlie Denman,S1,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Joseph Serna,S2,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Pulborough,Ollie Johnston,S3,black,white
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Jack Cullinane,15,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Rhys Roberts,14,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Charlie Crossgrove,13,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,william joy,12,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Name withheld,11,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Oscar Weisz,10,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Oli Simmons,9,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Geoffrey Bridges,8,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Jason Staples,7,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Josh Ellis-Smith,6,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Zakary Hume,5,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Lee Furminger,4,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Joseph Drew,3,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Andrew Fry,2,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Joshua Hennessy,1,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Shaun Brewer,S1,red,darkblue
1220051,2025-2026,Counties 2 Sussex,2025-10-18,1,Seaford,Colm Evans,S2,red,darkblue
1220050,2025-2026,Counties 2 Sussex,2025-10-18,1,Brighton II,Ethan Humphreys,15,gray,black
1220050,2025-2026,Counties 2 Sussex,2025-10-18,1,Brighton II,Ibrahim Bangura,14,gray,black
1220050,2025-2026,Counties 2 Sussex,2025-10-18,1,Brighton II,Joseph Hoare,13,gray,black
1220050,2025-2026,Counties 2 Sussex,2025-10-18,1,Brighton II,Zane Hanna,12,gray,black
1220050,2025-2026,Counties 2 Sussex,2025-10-18,1,Brighton II,Max Suttner,11,gray,black
1220050,2025-2026,Counties 2 Sussex,2025-10-18,1,Brighton II,Charlie Maskrey,10,gray,black
1220050,2025-2026,Counties 2 Sussex,2025-10-18,1,Brighton II,Joshua Berman,9,gray,black
1220050,2025-2026,Counties 2 Sussex,2025-10-18,1,Brighton II,Mathew Bellenie,8,gray,black
