Match ID,Season,League,Date,Team,Player,Position,Color1,Color2
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,Haywards Heath,Jack Lucas,12,red,black
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,Haywards Heath,Jack Flower,11,red,black
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,Haywards Heath,Thomas Wharton,10,red,black
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,Haywards Heath,James Thurston,9,red,black
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,Haywards Heath,Otto Serjeant,8,red,black
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,Haywards Heath,Archie Kane,7,red,black
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,Haywards Heath,Geoffrey Bridges,6,red,black
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,Haywards Heath,Ellis Dubois,5,red,black
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,Haywards Heath,Connor Mullins,4,red,black
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,Haywards Heath,James Fleming,3,red,black
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,Haywards Heath,William Purdy,2,red,black
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,Haywards Heath,Jack Bull,1,red,black
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,Haywards Heath,Tom Bishop,S1,red,black
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,Haywards Heath,Sebastian Probert-Broster,S2,red,black
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,Haywards Heath,Alasdair Darling,S3,red,black
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Oliver Billin,15,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Ted Hardisty,14,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Luke Maker,13,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Max Crawley-Moore,12,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Jake Radcliffe,11,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Noah Roberts,10,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Sam Spriddell,9,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Connor Leggat,8,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Ryland Thomas,7,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Tom Mooney,6,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Oscar Staples,5,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Samuel Lindsay-McCall,4,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Joshua Brimecombe,3,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Benjamin Tottman,2,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,David Bridges,1,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Guy Collins,S1,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,William Bramwell,S2,darkblue,white
1136480,2024-2025,Counties 1 Surrey/Sussex,2024-12-21,East Grinstead,Colm Geraghty,S3,darkblue,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Elliot Hopkin,15,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Josh King,14,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Benedict Trimmer,13,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Zachary Hebron,12,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Ollie Mann,11,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Fred Lowe,10,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Name withheld,9,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Thomas Wright,8,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Harry Clesham,7,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Cameron Bullard,6,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,James Black,5,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Harry Harper-Dowe,4,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Tobi Costello,3,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Oliver Beere,2,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Oliver L Marsden,1,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Joshua Sterne,S1,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Harry Taylor,S2,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Old Haileyburians,Ollie Mann,S3,#89273a,white
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,Joshua Mann,15,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,Takhy Ndiaye Marrero,14,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,Nicolas Main,13,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,Jack Lucas,12,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,Jack Flower,11,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,Thomas Wharton,10,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,James Thurston,9,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,Josh Pope,8,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,Kai Dolan,7,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,Thomas Smith,6,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,Ellis Dubois,5,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,Harry Clark,4,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,James Fleming,3,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,Geoffrey Bridges,2,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,Charles Newey,1,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,Harrison Thomas Edwards,S1,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,James Buttle,S2,red,black
1136494,2024-2025,Counties 1 Surrey/Sussex,2025-01-18,Haywards Heath,Fraser Russell,S3,red,black
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Eastbourne,Oliver Horley,14,royalblue,yellow
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Eastbourne,Jake Howe,13,royalblue,yellow
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Eastbourne,Dylan Viles,11,royalblue,yellow
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Eastbourne,Leon Wood,9,royalblue,yellow
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Eastbourne,Jeremy Montes,8,royalblue,yellow
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Eastbourne,Vincent Morse,7,royalblue,yellow
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Eastbourne,Jack Curtis,5,royalblue,yellow
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Eastbourne,Joshua Buckwell,4,royalblue,yellow
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Eastbourne,Paul Smith,3,royalblue,yellow
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Eastbourne,Christopher Hosking,1,royalblue,yellow
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Sam Bullett,15,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Luke Phair,14,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Harry Reed,13,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Karl Hoade,12,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Name withheld,11,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Daniel Wellden,10,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Joseph Graves,9,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Reece Innes-Gray,8,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Thomas Frewin,7,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Cameron Edgar,6,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Lewis Bryant,5,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Michael Mason,4,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Joshua Thomas,3,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Callum Hennessey,2,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Luke Hempstead,1,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Joel Keefe,S1,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Richard Crabb,S2,purple,green
1136473,2024-2025,Counties 1 Surrey/Sussex,2024-12-14,Weybridge Vandals,Paul-Louis Howard,S3,purple,green
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Charles Soffe,15,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Guy Patton,14,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Tom Crisp,13,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Leo Robertson,12,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Tom Holborn,11,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Jack Moore,10,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Dominic Woodfine,9,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,IAN SAUNDERS,8,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Tobias Brown,7,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Robin Ward,6,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Ryan Murrough,5,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Carl Buckland,4,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Name withheld,3,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,tyler ray hooper,2,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Stephen Klein,1,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Toby Downes,S1,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Ben Stephens,S2,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Hove,Rhowan Braybrook,S3,dodgerblue,maroon
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,Thomas Wharton,15,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,Takhy Ndiaye Marrero,14,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,Alasdair Darling,13,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,Cameron Reed,12,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,Jack Lucas,11,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,James Thurston,10,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,Otto Serjeant,9,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,Daniel Jarman,8,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,Geoffrey Bridges,7,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,Harry Clark,6,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,Ellis Dubois,5,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,Harrison Thomas Edwards,4,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,William Purdy,3,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,Charles Newey,2,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,Thomas Smith,1,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,Kai Dolan,S1,red,black
1136515,2024-2025,Counties 1 Surrey/Sussex,2025-03-01,Haywards Heath,James Fleming,S2,red,black
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,James Collins,15,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,Oliver O’Brien,14,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,David Cecil,13,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,Maximilian Lufkin,12,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,Michael Boland,11,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,Toby Harrison,10,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,Thomas Checkley,9,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,Robert Cecil,8,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,Benjamin Sumrie,7,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,Harry Hovell,6,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,Josh Jibulu,5,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,Alasdair Dean,4,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,William Donegan,3,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,LOUIE DAVIES,2,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,Kenneth Cecil,1,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,Ryan Dunne,S1,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,Harry Hudson,S2,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,Old Rutlishians,Charles Julian,S3,gold,navy
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Oliver Billin,15,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Jake Radcliffe,14,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Christopher May-Miller,13,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Rhys Skinner,12,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Ted Hardisty,11,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Noah Merrion,10,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Noah Roberts,9,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Aaronn Boczek,8,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Josh Weaver,7,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Oscar Staples,6,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,John Peaty,5,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Samuel Lindsay-McCall,4,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Joshua Brimecombe,3,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Benjamin Tottman,2,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Guy Collins,1,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Michael Presland,S1,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,Paddy Shepherd,S2,darkblue,white
1136523,2024-2025,Counties 1 Surrey/Sussex,2025-03-08,East Grinstead,William Roberts,S3,darkblue,white
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,Thomas Foster,15,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,William Hellel,14,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,Lewis Harrison,13,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,John Smith,12,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,Arthur Polley,11,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,Jamie See,10,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,Samuel Goddard,9,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,Nicholas Smith,8,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,James Moore,7,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,Richard Moses,6,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,Jake White,5,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,Louis Boyd,4,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,Jordan Fyles,3,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,Joshua Otter,2,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,Frazer Gibson,1,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,Alex Bennett,S1,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,Jack Fullicks,S2,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Twickenham,Joe Ash,S3,black,red
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Jordan Bond,15,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Rory Penfold,14,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Taylor Rice-Burnett,13,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Will Stephen,12,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Niall Saunders,11,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Connor Dellapina,10,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Ryan Saunders,9,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Thomas Davison,8,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Louis Porter,7,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Oliver Fielding,6,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Edward Jackson,5,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Luke Westgarth-Taylor,4,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Ryan Aujla,3,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Andrew Murphy,2,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Chris Lippiatt,1,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Gabriel Clark,S1,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Alexander Blackwood,S2,navy,crimson
1136500,2024-2025,Counties 1 Surrey/Sussex,2025-02-01,Cobham,Sandro Celebidachi,S3,navy,crimson
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Name withheld,15,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Takhy Ndiaye Marrero,14,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Christopher Neill,13,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,James Buttle,12,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Jack Lucas,11,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,James Thurston,10,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Charlie Bennett,9,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Geoffrey Bridges,8,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Daniel Jarman,7,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Harry Clark,6,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Ellis Dubois,5,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Euan Greaves-Smith,4,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Harrison Thomas Edwards,3,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Charles Newey,2,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Stanley Bradford,1,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Ben Eustace,S1,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Charles Patey-Johns,S2,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Haywards Heath,Thomas Bolger,S3,red,black
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,Harry Reed,15,purple,green
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,Harry Weatherall,14,purple,green
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,Karl Hoade,13,purple,green
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,Luke Phair,12,purple,green
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,Sam Bullett,11,purple,green
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,Joseph Graves,10,purple,green
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,James Gulliver,9,purple,green
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,Thomas Frewin,8,purple,green
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,Michael Mason,7,purple,green
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,Richard Crabb,6,purple,green
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,Joshua Thomas,5,purple,green
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,Cameron Edgar,4,purple,green
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,Luke Hempstead,3,purple,green
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,Robbie Dones,2,purple,green
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,Darren Lockyer,1,purple,green
1136506,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Weybridge Vandals,Daniel Wellden,S1,purple,green
1136509,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Cobham,Will Stephen,15,navy,crimson
1136509,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Cobham,Henry MacQuire,14,navy,crimson
1136509,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Cobham,Will Palmer,13,navy,crimson
1136509,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Cobham,Finlay Savill,12,navy,crimson
1136509,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Cobham,Taylor Rice-Burnett,11,navy,crimson
1136509,2024-2025,Counties 1 Surrey/Sussex,2025-02-15,Cobham,Connor Dellapina,10,navy,crimson
